method samples card transparent[12] c_time s_time
2,5,1000,202,0,0,0,0,0,2,1106,0,0,17,33513,0.004476,2.9e-05
3,5,1000,202,0,0,0,0,0,0,0,2,1100,0,33493,0.0037227999999999996,3.26e-05
2,5,2000,402,0,0,0,0,0,3,2197,0,0,61,73945,0.0094708,4.88e-05
3,5,2000,402,0,0,0,0,0,0,0,3,2221,0,73476,0.0084814,4.5400000000000006e-05
2,5,3000,602,0,0,0,0,0,3,3317,0,0,53,116624,0.012052199999999999,3.1e-05
3,5,3000,602,0,0,0,0,0,0,0,3,3308,0,117838,0.0117538,3.38e-05
2,5,4000,802,0,0,0,0,0,3,4419,0,0,63,160340,0.016014,2.4599999999999995e-05
3,5,4000,802,0,0,0,0,0,0,0,3,4419,0,157482,0.0169786,3.46e-05
2,5,5000,1002,0,0,0,0,0,3,5515,0,0,87,203572,0.023174,2.5e-05
3,5,5000,1002,0,0,0,0,0,0,0,3,5533,0,205069,0.022435599999999997,3.06e-05
2,5,6000,1202,0,0,0,0,0,3,6623,0,0,67,246136,0.0267778,3.28e-05
3,5,6000,1202,0,0,0,0,0,0,0,3,6656,0,246514,0.0272476,2.54e-05
2,5,7000,1402,0,0,0,0,0,3,7746,0,0,63,289156,0.0322952,2.2999999999999997e-05
3,5,7000,1402,0,0,0,0,0,0,0,3,7767,0,288131,0.032527999999999994,2.8000000000000003e-05
2,5,8000,1602,0,0,0,0,0,3,8848,0,0,51,337790,0.0391354,2.56e-05
3,5,8000,1602,0,0,0,0,0,0,0,3,8881,0,337451,0.0388802,2.9e-05
2,5,9000,1802,0,0,0,0,0,3,9959,0,0,65,385084,0.0454402,2.7e-05
3,5,9000,1802,0,0,0,0,0,0,0,3,9974,0,381373,0.0457844,2.76e-05
2,5,10000,2002,0,0,0,0,0,3,11064,0,0,85,428364,0.053939,3.9800000000000005e-05
3,5,10000,2002,0,0,0,0,0,0,0,3,11085,0,428384,0.0523312,2.94e-05
2,5,11000,2202,0,0,0,0,0,3,12139,0,0,41,477179,0.0604948,2.9199999999999998e-05
3,5,11000,2202,0,0,0,0,0,0,0,3,12187,0,475263,0.0594128,3.08e-05
2,5,12000,2402,0,0,0,0,0,3,13268,0,0,89,526502,0.0693018,2.46e-05
3,5,12000,2402,0,0,0,0,0,0,0,3,13304,0,524730,0.0667548,3.48e-05
2,5,13000,2602,0,0,0,0,0,3,14373,0,0,73,578113,0.07644480000000001,3.28e-05
3,5,13000,2602,0,0,0,0,0,0,0,3,14406,0,572948,0.0776676,2.9800000000000003e-05
2,5,14000,2802,0,0,0,0,0,3,15496,0,0,35,620835,0.0866458,3.34e-05
3,5,14000,2802,0,0,0,0,0,0,0,3,15535,0,619022,0.0843492,3.1e-05
2,5,15000,3002,0,0,0,0,0,13,16607,0,0,63,671861,0.0954982,2.9e-05
3,5,15000,3002,0,0,0,0,0,0,0,3,16622,0,668435,0.09294659999999999,2.76e-05
2,5,16000,3202,0,0,0,0,0,52,17652,0,0,49,723906,0.1035438,5.26e-05
3,5,16000,3202,0,0,0,0,0,0,0,3,17727,0,719607,0.10341800000000001,3.0000000000000004e-05
2,5,17000,3402,0,0,0,0,0,200,18784,0,0,71,772476,0.112527,2.7400000000000005e-05
3,5,17000,3402,0,0,0,0,0,0,0,3,18850,0,770609,0.11122259999999999,2.98e-05
2,5,18000,3602,0,0,0,0,0,312,19886,0,0,77,827468,0.12233859999999999,3.0199999999999995e-05
3,5,18000,3602,0,0,0,0,0,0,0,3,19952,0,823146,0.1234902,3.0200000000000002e-05
2,5,19000,3802,0,0,0,0,0,546,20997,0,0,103,878085,0.13333460000000003,2.68e-05
3,5,19000,3802,0,0,0,0,0,0,0,3,21045,0,876851,0.13390779999999997,3.1e-05
2,5,20000,4002,0,0,0,0,0,786,22114,0,0,61,929874,0.1428306,2.7999999999999996e-05
3,5,20000,4002,0,0,0,0,0,0,0,3,22156,0,925824,0.143848,3.08e-05
2,5,21000,4202,0,0,0,0,0,1110,23255,0,0,101,984702,0.1505476,2.68e-05
3,5,21000,4202,0,0,0,0,0,0,0,3,23279,0,984559,0.15581699999999998,3.0000000000000004e-05
2,5,22000,4402,0,0,0,0,0,1453,24342,0,0,35,1040144,0.1602744,2.9599999999999998e-05
3,5,22000,4402,0,0,0,0,0,0,0,27,24390,0,1034258,0.1678494,3.78e-05
2,5,23000,4602,0,0,0,0,0,1766,25387,0,0,33,1090905,0.1696542,2.7799999999999998e-05
3,5,23000,4602,0,0,0,0,0,0,0,111,25516,0,1090139,0.1781146,2.8400000000000003e-05
2,5,24000,4802,0,0,0,0,0,2103,26513,0,0,115,1148929,0.18031139999999998,2.6799999999999994e-05
3,5,24000,4802,0,0,0,0,0,0,0,183,26630,0,1145928,0.18953160000000002,2.8800000000000002e-05
2,5,25000,5002,0,0,0,0,0,2498,27630,0,0,117,1201691,0.1888656,2.76e-05
3,5,25000,5002,0,0,0,0,0,0,0,385,27708,0,1202760,0.202154,3.16e-05
2,5,26000,5202,0,0,0,0,0,2978,28711,0,0,53,1256725,0.1988892,3.08e-05
3,5,26000,5202,0,0,0,0,0,0,0,493,28792,0,1256362,0.2142608,3.12e-05
2,5,27000,5402,0,0,0,0,0,3489,29834,0,0,119,1310185,0.20701819999999999,2.68e-05
3,5,27000,5402,0,0,0,0,0,0,0,674,29936,0,1305460,0.22622720000000002,3.2000000000000005e-05
2,5,28000,5602,0,0,0,0,0,4008,30936,0,0,129,1366161,0.21561219999999998,2.82e-05
3,5,28000,5602,0,0,0,0,0,0,0,999,31044,0,1370695,0.23613,3.2e-05
2,5,29000,5802,0,0,0,0,0,4339,32113,0,0,95,1427364,0.2283168,2.5199999999999996e-05
3,5,29000,5802,0,0,0,0,0,0,0,1218,32164,0,1426159,0.24925799999999998,2.8999999999999993e-05
2,5,30000,6002,0,0,0,0,0,4953,33116,0,0,75,1481305,0.2357584,2.6000000000000002e-05
3,5,30000,6002,0,0,0,0,0,0,0,1457,33227,0,1477521,0.2609754,3.46e-05
2,5,31000,6202,0,0,0,0,0,5371,34272,0,0,87,1541606,0.24732100000000004,2.52e-05
3,5,31000,6202,0,0,0,0,0,0,0,1728,34335,0,1539910,0.2732122,3.14e-05
2,5,32000,6402,0,0,0,0,0,5875,35359,0,0,115,1594658,0.25526119999999997,3.6400000000000004e-05
3,5,32000,6402,0,0,0,0,0,0,0,2054,35455,0,1588120,0.28443179999999996,3.04e-05
2,5,33000,6602,0,0,0,0,0,6557,36506,0,0,103,1655492,0.2651474,2.56e-05
3,5,33000,6602,0,0,0,0,0,0,0,2340,36608,0,1656531,0.29821679999999995,3.14e-05
2,5,34000,6802,0,0,0,0,0,7067,37602,0,0,105,1717557,0.2757196,2.8800000000000002e-05
3,5,34000,6802,0,0,0,0,0,0,0,2774,37689,0,1718025,0.3090364,3.1599999999999996e-05
2,5,35000,7002,0,0,0,0,0,7523,38702,0,0,65,1769982,0.286663,2.68e-05
3,5,35000,7002,0,0,0,0,0,0,0,3169,38837,0,1771696,0.32170819999999994,3.4e-05
2,5,36000,7202,0,0,0,0,0,8160,39855,0,0,63,1821405,0.2980104,2.82e-05
3,5,36000,7202,0,0,0,0,0,0,0,3557,39960,0,1829212,0.3377976,3.2399999999999995e-05
2,5,37000,7402,0,0,0,0,0,8770,40867,0,0,85,1884480,0.308306,3.06e-05
3,5,37000,7402,0,0,0,0,0,0,0,3945,41011,0,1863710,0.3556066,3.3799999999999995e-05
2,5,38000,7602,0,0,0,0,0,9288,42020,0,0,101,1939805,0.3210566,2.54e-05
3,5,38000,7602,0,0,0,0,0,0,0,4277,42080,0,1947735,0.36277680000000007,3.32e-05
2,5,39000,7802,0,0,0,0,0,9952,43182,0,0,65,1988607,0.332833,2.6600000000000003e-05
3,5,39000,7802,0,0,0,0,0,0,0,4521,43278,0,2009995,0.3785148,3.54e-05
2,5,40000,8002,0,0,0,0,0,10496,44260,0,0,145,2050490,0.34229319999999996,2.8800000000000002e-05
3,5,40000,8002,0,0,0,0,0,0,0,4973,44347,0,2065568,0.3934758,3.42e-05
2,5,41000,8202,0,0,0,0,0,10985,45395,0,0,93,2119031,0.3524704,2.86e-05
3,5,41000,8202,0,0,0,0,0,0,0,5320,45401,0,2093301,0.412857,3.3799999999999995e-05
2,5,42000,8402,0,0,0,0,0,11624,46410,0,0,43,2186074,0.366297,3.34e-05
3,5,42000,8402,0,0,0,0,0,0,0,5655,46566,0,2172671,0.42614340000000006,4.1e-05
2,5,43000,8602,0,0,0,0,0,12091,47614,0,0,117,2260915,0.374745,2.42e-05
3,5,43000,8602,0,0,0,0,0,0,0,6019,47566,0,2240745,0.43457080000000003,3.26e-05
2,5,44000,8802,0,0,0,0,0,12687,48704,0,0,85,2315998,0.3882004,2.6599999999999996e-05
3,5,44000,8802,0,0,0,0,0,0,0,6501,48779,0,2292731,0.45206219999999997,6.939999999999999e-05
2,5,45000,9002,0,0,0,0,0,13205,49773,0,0,109,2340531,0.4003394,3.18e-05
3,5,45000,9002,0,0,0,0,0,0,0,6776,49884,0,2349715,0.4654414,3.04e-05
2,5,46000,9202,0,0,0,0,0,13754,50860,0,0,39,2405906,0.41039440000000005,2.68e-05
3,5,46000,9202,0,0,0,0,0,0,0,7167,50956,0,2369899,0.4905136,3.08e-05
2,5,47000,9402,0,0,0,0,0,14452,52022,0,0,97,2479159,0.4210789999999999,2.6e-05
3,5,47000,9402,0,0,0,0,0,0,0,7612,52145,0,2463199,0.5002318000000001,5.2e-05
2,5,48000,9602,0,0,0,0,0,14964,53130,0,0,69,2560254,0.4299652,2.5e-05
3,5,48000,9602,0,0,0,0,0,0,0,7906,53223,0,2513340,0.512463,3.0199999999999995e-05
2,5,49000,9802,0,0,0,0,0,15465,54229,0,0,27,2638647,0.43861419999999995,2.72e-05
3,5,49000,9802,0,0,0,0,0,0,0,8170,54310,0,2563770,0.5302408,4.1200000000000005e-05
2,5,50000,10002,0,0,0,0,0,15876,55370,0,0,147,2656434,0.4553896,3.3600000000000004e-05
3,5,50000,10002,0,0,0,0,0,0,0,8430,55478,0,2630791,0.5411448,3.3799999999999995e-05
2,5,51000,10202,0,0,0,0,0,16553,56436,0,0,207,2726521,0.4664482,2.72e-05
3,5,51000,10202,0,0,0,0,0,0,0,8977,56592,0,2704604,0.5528546000000001,2.98e-05
2,5,52000,10402,0,0,0,0,0,16908,57511,0,0,59,2764713,0.475941,2.74e-05
